_id,city,county_fips,county_fips_all,county_name,county_names_all,county_weights,density,imprecise,lat,lng,military,parent_zcta,population,state_id,state_name,timezone,zcta,zip
5e4e00d4ab1cf3ecceab2ea8,Haverhill,25009,25009,Essex,Essex,{'25009':100},747.1,False,42.79103,-71.13131,False,,23419,MA,Massachusetts,America/New_York,True,1832
5e4e00d4ab1cf3ecceab2ea9,Georgetown,25009,25009,Essex,Essex,{'25009':100},245.7,False,42.72401,-70.9821,False,,8649,MA,Massachusetts,America/New_York,True,1833
5e4e00d4ab1cf3ecceab2eaa,Groveland,25009,25009,Essex,Essex,{'25009':100},280.8,False,42.75199,-71.01486,False,,6749,MA,Massachusetts,America/New_York,True,1834
5e4e00d4ab1cf3ecceab2eab,Haverhill,25009,25009,Essex,Essex,{'25009':100},676.3,False,42.75293,-71.08594,False,,13166,MA,Massachusetts,America/New_York,True,1835
5e4e00d4ab1cf3ecceab2eac,Lawrence,25009,25009,Essex,Essex,{'25009':100},3667.9,False,42.70688,-71.1601,False,,5560,MA,Massachusetts,America/New_York,True,1840
5e4e00d4ab1cf3ecceab2ead,Lawrence,25009,25009,Essex,Essex,{'25009':100},5904.2,False,42.71083,-71.1651,False,,48827,MA,Massachusetts,America/New_York,True,1841
5e4e00d4ab1cf3ecceab2eae,Lawrence,25009,25009,Essex,Essex,{'25009':100},2795.6,False,42.68984,-71.16097,False,,25454,MA,Massachusetts,America/New_York,True,1843
5e4e00d4ab1cf3ecceab2eaf,Methuen,25009,25009,Essex,Essex,{'25009':100},821.3,False,42.73401,-71.18889,False,,50019,MA,Massachusetts,America/New_York,True,1844
5e4e00d4ab1cf3ecceab2eb0,North Andover,25009,25009,Essex,Essex,{'25009':100},416.5,False,42.67135,-71.08653,False,,30589,MA,Massachusetts,America/New_York,True,1845
5e4e00d4ab1cf3ecceab2eb1,Lowell,25017,25017,Middlesex,Middlesex,{'25017':100},4326.9,False,42.65569,-71.30292,False,,16267,MA,Massachusetts,America/New_York,True,1850
5e4e00d4ab1cf3ecceab2eb2,Lowell,25017,25017,Middlesex,Middlesex,{'25017':100},3485.2,False,42.62813,-71.33566,False,,30574,MA,Massachusetts,America/New_York,True,1851
5e4e00d4ab1cf3ecceab2eb3,Lowell,25017,25017,Middlesex,Middlesex,{'25017':100},2603.1,False,42.63232,-71.29538,False,,34939,MA,Massachusetts,America/New_York,True,1852
5e4e00d4ab1cf3ecceab2eb4,Lowell,25017,25017,Middlesex,Middlesex,{'25017':100},2709.2,False,42.64907,-71.34805,False,,29561,MA,Massachusetts,America/New_York,True,1854
5e4e00d4ab1cf3ecceab2eb5,Merrimac,25009,25009,Essex,Essex,{'25009':100},288.1,False,42.83857,-71.01192,False,,6839,MA,Massachusetts,America/New_York,True,1860
5e4e00d4ab1cf3ecceab2eb6,North Billerica,25017,25017,Middlesex,Middlesex,{'25017':100},427.3,False,42.57487,-71.29344,False,,10223,MA,Massachusetts,America/New_York,True,1862
5e4e00d4ab1cf3ecceab2eb7,North Chelmsford,25017,25017,Middlesex,Middlesex,{'25017':100},743.0,False,42.63242,-71.39059,False,,9131,MA,Massachusetts,America/New_York,True,1863
5e4e00d4ab1cf3ecceab2eb8,North Reading,25017,25017,Middlesex,Middlesex,{'25017':100},436.9,False,42.58156,-71.08755,False,,15642,MA,Massachusetts,America/New_York,True,1864
5e4e00d4ab1cf3ecceab2eb9,Reading,25017,25017,Middlesex,Middlesex,{'25017':100},929.1,False,42.53507,-71.10555,False,,25048,MA,Massachusetts,America/New_York,True,1867
5e4e00d4ab1cf3ecceab2eba,Tewksbury,25017,25017,Middlesex,Middlesex,{'25017':100},540.9,False,42.61224,-71.22746,False,,30807,MA,Massachusetts,America/New_York,True,1876
5e4e00d4ab1cf3ecceab2ebb,Tyngsboro,25017,25017,Middlesex,Middlesex,{'25017':100},259.8,False,42.66638,-71.42869,False,,12345,MA,Massachusetts,America/New_York,True,1879
5e4e00d4ab1cf3ecceab2ebc,Wakefield,25017,25017,Middlesex,Middlesex,{'25017':100},1381.6,False,42.50222,-71.06702,False,,26648,MA,Massachusetts,America/New_York,True,1880
5e4e00d4ab1cf3ecceab2ebd,Westford,25017,25017,Middlesex,Middlesex,{'25017':100},280.2,False,42.58642,-71.44008,False,,24194,MA,Massachusetts,America/New_York,True,1886
5e4e00d4ab1cf3ecceab2ebe,Wilmington,25017,25017,Middlesex,Middlesex,{'25017':100},507.5,False,42.56099,-71.16545,False,,23658,MA,Massachusetts,America/New_York,True,1887
5e4e00d4ab1cf3ecceab2ebf,Winchester,25017,25017,Middlesex,Middlesex,{'25017':100},1368.5,False,42.4518,-71.1463,False,,22677,MA,Massachusetts,America/New_York,True,1890
5e4e00d4ab1cf3ecceab2ec0,Lynn,25009,25009,Essex,Essex,{'25009':100},2633.6,False,42.46102,-70.94656,False,,1759,MA,Massachusetts,America/New_York,True,1901
5e4e00d4ab1cf3ecceab2ec1,Lynn,25009,25009,Essex,Essex,{'25009':100},7252.5,False,42.47085,-70.93991,False,,49172,MA,Massachusetts,America/New_York,True,1902
5e4e00d4ab1cf3ecceab2ec2,Lynn,25009,25009,Essex,Essex,{'25009':100},1553.8,False,42.49155,-70.97275,False,,17142,MA,Massachusetts,America/New_York,True,1904
5e4e00d4ab1cf3ecceab2ec3,Lynn,25009,25009,Essex,Essex,{'25009':100},2740.2,False,42.46614,-70.97589,False,,25465,MA,Massachusetts,America/New_York,True,1905
5e4e00d4ab1cf3ecceab2ec4,Saugus,25009,25009,Essex,Essex,{'25009':100},953.3,False,42.46799,-71.01441,False,,28165,MA,Massachusetts,America/New_York,True,1906
5e4e00d4ab1cf3ecceab2ec5,Swampscott,25009,25009,Essex,Essex,{'25009':100},1784.5,False,42.47583,-70.90673,False,,14950,MA,Massachusetts,America/New_York,True,1907
5e4e00d4ab1cf3ecceab2ec6,Nahant,25009,25009,Essex,Essex,{'25009':100},1258.8,False,42.42978,-70.92729,False,,3495,MA,Massachusetts,America/New_York,True,1908
5e4e00d4ab1cf3ecceab2ec7,Amesbury,25009,25009,Essex,Essex,{'25009':100},511.5,False,42.85296,-70.94458,False,,17378,MA,Massachusetts,America/New_York,True,1913
