,Address,AreaSpace_SQFT,Bathrooms,Bedrooms,Cooling,Date_available,DaysOnZillow,Deposit_fees,Description,HOAFee,Heating,Latitude,Laundry,Locality,Longitude,Lot,Parking,Pets,PredictionPrice,PredictionRent,Price,Price_PerSQFT,Rent,RentRatio,Rentzestimate,SaleHistory,Saves,State,Status,TransitScore,Type,WalkScore,YearBuilt,ZestimatePrice,ZipCode,_id,location,zid
,"603 S 25th St, Laramie, WY 82070",2434,3.0,5,No Data,,,,,,Forced air,41.306782,,Laramie,-105.560919,"7,402 sqft",1 space,,,1588.3413877190085,289000,119,,0.005495990960965427,,"[{'date': '4/17/2019', 'event': 'Price change', 'price': '$289,000(-9.4%)'}, {'date': '4/2/2019', 'event': 'Listed for sale', 'price': '$319,000(+23.6%)'}, {'date': '11/27/2018', 'event': 'Listing removed', 'price': '$258,000--'}, {'date': '10/22/2018', 'event': 'Listed for sale', 'price': '$258,000(+17.8%)'}, {'date': '9/6/2011', 'event': 'Listing removed', 'price': '$219,000--'}]",,WY,For sale,,Single Family,,1965,301108,82070,5cfab09bd869095dddc3a58d,"{'type': 'Point', 'coordinates': [-105.560919, 41.306782]}",102747706
,"2700 E Garfield St, Laramie, WY 82070",1200,1.0,3,No Data,,,,,,Forced air,41.307968,,Laramie,-105.559072,"9,148 sqft",2 spaces,,,1172.9023030659575,199000,166,,0.005893981422441998,,"[{'date': '6/1/2019', 'event': 'Price change', 'price': '$199,000(-4.8%)'}, {'date': '4/30/2019', 'event': 'Price change', 'price': '$209,000(-4.6%)'}, {'date': '4/3/2019', 'event': 'Listed for sale', 'price': '$219,000(+15.9%)'}, {'date': '1/21/2019', 'event': 'Listing removed', 'price': '$189,000--'}, {'date': '11/17/2018', 'event': 'Listed for sale', 'price': '$189,000--'}]",,WY,For sale,,Single Family,,1955,199000,82070,5cfab092d869095dddc3a58c,"{'type': 'Point', 'coordinates': [-105.559072, 41.307968]}",102747740
,"2132 Rainbow Ave, Laramie, WY 82070",2250,3.0,4,No Data,,,,,,Radiant,41.306823,,Laramie,-105.565328,"8,324 sqft",2 spaces,,,1543.3069707013028,306900,136,,0.005028696548391342,,"[{'date': '5/21/2019', 'event': 'Listed for sale', 'price': '$306,900--'}]",,WY,For sale by owner,,Single Family,,1956,300887,82070,5cfaacafd869095dddc3a578,"{'type': 'Point', 'coordinates': [-105.565328, 41.306823]}",102747752
,"8 Antelope Ridge Loop, Laramie, WY 82072",5072,3.0,7,Central,,,,,,"Forced air, Stove",41.424365,,Laramie,-105.606713,5.68 acres,2 spaces,,,2395.8434215447955,415000,82,,0.005773116678421194,,"[{'date': '5/21/2019', 'event': 'Listed for sale', 'price': '$415,000--'}, {'date': '1/1/2019', 'event': 'Listing removed', 'price': '$415,000--'}, {'date': '8/24/2018', 'event': 'Price change', 'price': '$415,000(-3.3%)'}, {'date': '7/16/2018', 'event': 'Listed for sale', 'price': '$429,000--'}]",,WY,For sale,,Single Family,,1997,0,82072,5cfaab6f733e663a11c3a578,"{'type': 'Point', 'coordinates': [-105.606713, 41.424365]}",102748117
,"415 Zephyr Ave, Rock River, WY 82083",1500,1.0,2,No Data,,,,,,Forced air,41.750055,,Rock River,-105.974017,0.34 acres,Off street,,,1055.2061232755727,70000,47,,0.01507437318965104,,"[{'date': '4/9/2019', 'event': 'Price change', 'price': '$70,000(-9.1%)'}, {'date': '11/20/2018', 'event': 'Listed for sale', 'price': '$77,000(+2.7%)'}, {'date': '10/1/2018', 'event': 'Listing removed', 'price': '$75,000--'}, {'date': '8/21/2018', 'event': 'Listed for sale', 'price': '$75,000(-2.6%)'}, {'date': '7/17/2018', 'event': 'Listing removed', 'price': '$77,000--'}]",,WY,For sale,,Single Family,,1909,63558,82083,5cfaab13b113158303c3a56e,"{'type': 'Point', 'coordinates': [-105.974017, 41.750055]}",102748311
,"340 Sunshine Dr, Rock River, WY 82058",0,0.0,0,No Data,,,,,,"Other, Stove",41.856292,,Rock River,-105.632282,35 acres,"Off street, Detached Garage",,,760.2716176814874,125000,,,0.006082172941451899,,"[{'date': '2/22/2019', 'event': 'Price change', 'price': '$125,000(-3.8%)'}, {'date': '6/12/2018', 'event': 'Listed for sale', 'price': '$130,000--'}]",,WY,For sale by owner,,Single Family,,2007,116973,82058,5cfaaa9e733e663a11c3a569,"{'type': 'Point', 'coordinates': [-105.632282, 41.856292]}",102748338
,"1826 20th Ave S, Fargo, ND 58103",1160,1.5,3,No Data,Available now,,"$1,350",,,No Data,46.84816,No Data,Fargo,-96.811741,,No Data,Contact manager,124429.72867753389,,,1,1350.0,0.010385917685585144,,"[{'event': 'Listed for rent', 'price': '$1,350--', 'date': '4/2/2019'}, {'event': 'Sold', 'price': '$127,500--', 'date': '2/8/2016'}]",,ND,House for rent,,Single Family,,1976,1350,58103,5d09b0db976984142e6d9845,"{'type': 'Point', 'coordinates': [-96.811741, 46.84816]}",102984169
,"1601 Russian Jack Dr, Unit G4, Anchorage, AK 99508",1117,2.0,3,Central,,,,,$320/month,Forced air,61.205802,,Anchorage,-149.79436,,"Carport, Attached Garage",,,1470.2904736418463,124900,112,,0.011771741182080435,,"[{'price': '$124,900(-0.1%)', 'event': 'Price change', 'date': '4/11/2019'}, {'price': '$125,000(-3.8%)', 'event': 'Price change', 'date': '11/15/2018'}, {'price': '$129,900(-2.3%)', 'event': 'Price change', 'date': '9/7/2018'}, {'price': '$132,900(-0.1%)', 'event': 'Price change', 'date': '7/23/2018'}, {'price': '$133,000(-1.5%)', 'event': 'Price change', 'date': '3/5/2018'}]",,AK,For sale,,Condo,,1982,132150,99508,5d027bde882c28a161aa5dc9,"{'coordinates': [-149.79436, 61.205802], 'type': 'Point'}",10299
,"9790 Memphis St, Commerce City, CO 80022",2980,3.0,4,Central,,,,,,Forced air,39.874543,,Commerce City,-104.798464,"6,181 sqft",2 spaces,,,2843.6800766996234,420000,141,,0.006770666849284818,2240,"[{'event': 'Listed for sale', 'price': '$420,000(+76%)', 'date': '6/19/2019'}, {'event': 'Sold', 'price': '$238,600--', 'date': '9/10/2012'}]",,CO,For sale,,Single Family,,2012,381290,80022,5d09cc99f184f611416d98e2,"{'type': 'Point', 'coordinates': [-104.798464, 39.874543]}",102997681
,"2234 Cedar St, Philadelphia, PA 19125",1296,2.0,3,Central,,,,,,Forced air,39.977556,,Philadelphia,-75.126294,736 sqft,No Data,,,1820.444400637335,375000,289,,0.00485451840169956,,"[{'event': 'Listed for sale', 'date': '6/18/2019', 'price': '$375,000--'}, {'event': 'Listing removed', 'date': '2/24/2018', 'price': '$1,800--'}, {'event': 'Listed for rent', 'date': '2/2/2018', 'price': '$1,800--'}, {'event': 'Sold', 'date': '12/1/2015', 'price': '$95,000--'}]",,PA,For sale,,Townhouse,,1875,0,19125,5d0906b10e7b637eb21f6d72,"{'coordinates': [-75.126294, 39.977556], 'type': 'Point'}",10323782
,"2661 Cedar St, Philadelphia, PA 19125",1003,1.5,2,Other,7/1,,"$1,600",,,Forced air,39.981186,In Unit,Philadelphia,-75.118706,,Off street,No,253841.58781400745,,,2,1600.0,0.006317254147391079,,"[{'date': '6/17/2019', 'price': '$1,600(+14.3%)', 'event': 'Listed for rent'}, {'date': '4/16/2017', 'price': '$1,400--', 'event': 'Listing removed'}, {'date': '3/31/2017', 'price': '$1,400--', 'event': 'Listed for rent'}, {'date': '8/12/2005', 'price': '$120,000--', 'event': 'Sold'}]",,PA,Townhouse for rent,,Townhouse,,1925,1450,19125,5d0819a27c1d83daee248b8b,"{'type': 'Point', 'coordinates': [-75.118706, 39.981186]}",10323932
,"238 NE 10th Pl, Cape Coral, FL 33909",1430,2.0,3,Central,,,,,,Forced air,26.658158,,Cape Coral,-81.954081,"10,410 sqft",2 spaces,,,1595.3312413077574,219900,154,,0.007254803280162607,,"[{'date': '6/17/2019', 'price': '$219,900(+10%)', 'event': 'Listed for sale'}, {'date': '6/1/2016', 'price': '$199,900--', 'event': 'Sold'}, {'date': '5/26/2016', 'price': '$199,900--', 'event': 'Listing removed'}, {'date': '4/25/2016', 'price': '$199,900--', 'event': 'Pending sale'}, {'date': '4/13/2016', 'price': '$199,900--', 'event': 'Back on market'}]",,FL,For sale,,Single Family,,2016,212738,33909,5d0803127c1d83daee248b2c,"{'type': 'Point', 'coordinates': [-81.954081, 26.658158]}",103329829
,"12931 Brunello Cir, Clermont, FL 34711",2578,3.0,4,No Data,,,,,,Forced air,28.531745,,Clermont,-81.741943,"10,641 sqft",2 spaces,,,1997.1453869735133,437000,170,,0.004570126743646484,,"[{'date': '6/11/2019', 'event': 'Listed for sale', 'price': '$437,000(+34.5%)'}, {'date': '10/21/2015', 'event': 'Sold', 'price': '$325,000(+683.1%)'}, {'date': '9/5/2014', 'event': 'Sold', 'price': '$41,500(-49%)'}, {'date': '9/21/2007', 'event': 'Sold', 'price': '$81,300--'}]",,FL,For sale,,Single Family,,2015,413749,34711,5d006815fef208a89691b03d,"{'type': 'Point', 'coordinates': [-81.741943, 28.531745]}",103405195
,"175 N Aberdeenshire Dr, Saint Johns, FL 32259",1554,2.0,3,Central,,,,,,"Forced air, Heat pump",,,Saint Johns,,"6,895 sqft",1 space,,,1676.4219369066705,264900,170,,0.006328508633094264,,"[{'price': '$264,900(+54.8%)', 'date': '6/6/2019', 'event': 'Listed for sale'}, {'price': '$171,145--', 'date': '10/30/2009', 'event': 'Sold'}]",,FL,For sale,,Single Family,,2009,239154,32259,5cf8c3870627bf22fecf3036,,103502748
,"532 Longshore Ave, Philadelphia, PA 19111",1596,2.0,3,Central,,,,,,Forced air,40.05475,,Philadelphia,-75.088531,"8,681 sqft",1 space,,,1989.8225417128278,255000,160,,0.007803225653775795,,"[{'price': '$255,000(+2%)', 'date': '6/11/2019', 'event': 'Price change'}, {'price': '$250,000(-2%)', 'date': '6/11/2019', 'event': 'Listed for sale'}, {'price': '$255,000--', 'date': '1/22/2019', 'event': 'Listing removed'}, {'price': '$255,000--', 'date': '1/11/2019', 'event': 'Pending sale'}, {'price': '$255,000(+2%)', 'date': '12/18/2018', 'event': 'Price change'}]",,PA,For sale,,Single Family,,1994,250765,19111,5d005b350b940f478f6bfc09,"{'type': 'Point', 'coordinates': [-75.088531, 40.05475]}",10359964
,"6637 Tabor Ave, Philadelphia, PA 19111",1280,2.0,3,Central,,,,,No Data,"Forced air, Other",40.051111,,Philadelphia,-75.088136,,1 space,,,,219900,172,,,,"[{'price': '$219,900(+158.7%)', 'date': '6/11/2019', 'event': 'Coming Soon'}, {'price': '$85,000(-15%)', 'date': '1/14/2019', 'event': 'Sold'}, {'price': '$99,999--', 'date': '12/22/2018', 'event': 'Listing removed'}, {'price': '$99,999--', 'date': '12/3/2018', 'event': 'Pending sale'}, {'price': '$99,999--', 'date': '11/30/2018', 'event': 'Listed for sale'}]",,PA,Coming soon: Jun 25.,,Condo,,1925,0,19111,5d00552b0b940f478f6bfbd9,"{'type': 'Point', 'coordinates': [-75.088136, 40.051111]}",10360895
,"104 Hurstbourne Park Blvd, Franklin, TN 37067",4049,5.0,4,Central,,,,,,Forced air,35.90492,,Franklin,-86.795964,0.37 acres,3 spaces,,,3988.5786717960445,775000,191,,0.005146553124898122,,"[{'event': 'Listed for sale', 'price': '$775,000(+19.2%)', 'date': '6/19/2019'}, {'event': 'Listing removed', 'price': '$649,900--', 'date': '9/2/2011'}, {'event': 'Listed for sale', 'price': '$649,900(+2.8%)', 'date': '5/21/2011'}, {'event': 'Sold', 'price': '$632,400--', 'date': '8/17/2009'}]",,TN,For sale,,Single Family,,2008,810293,37067,5d09caebf184f611416d98d7,"{'type': 'Point', 'coordinates': [-86.795964, 35.90492]}",103864354
,"2705 N Goldenrod Cir, North Pole, AK 99705",864,1.0,1,No Data,,,,,,No Data,64.775389,,North Pole,-147.371771,1.16 acres,Off street,,,1038.7711724209053,118000,137,,0.008803145528990723,,"[{'price': '$118,000--', 'event': 'Price change', 'date': '6/4/2019'}, {'price': '$1,000--', 'event': 'Listing removed', 'date': '3/13/2019'}, {'price': '$128,000--', 'event': 'Listed for sale', 'date': '3/13/2019'}, {'price': '$1,000--', 'event': 'Listed for rent', 'date': '2/18/2019'}, {'price': '$1,000--', 'event': 'Listing removed', 'date': '8/28/2018'}]",,AK,For sale,,Single Family,,2009,137718,99705,5d027cf84c8effb405aa5dcc,"{'coordinates': [-147.371771, 64.775389], 'type': 'Point'}",103866911
,"250 Litvins St, Fairbanks, AK 99709",3800,3.0,4,No Data,,,,,,Baseboard,64.856915,,Fairbanks,-147.964812,4.51 acres,3 spaces,,,2839.137073743053,255000,67,,0.011133870877423737,,"[{'price': '$255,000--', 'event': 'Back on market', 'date': '6/5/2019'}, {'price': '$255,000--', 'event': 'Pending sale', 'date': '6/5/2019'}, {'price': '$255,000--', 'event': 'Listed for sale', 'date': '6/5/2019'}, {'price': '$255,000--', 'event': 'Listing removed', 'date': '5/5/2019'}, {'price': '$255,000(-23.9%)', 'event': 'Price change', 'date': '4/26/2019'}]",,AK,For sale,,Single Family,,1995,281529,99709,5d027d521ff7061206aa5dc7,"{'coordinates': [-147.964812, 64.856915], 'type': 'Point'}",103866952
,"1010 27th Ave, Fairbanks, AK 99701",1040,1.0,2,No Data,,,,,,"Baseboard, Radiant",,,Fairbanks,,"5,802 sqft",No Data,,,1399.1925034058172,159900,154,,0.008750422160136443,,"[{'event': 'Price change', 'price': '$159,900(-1.9%)', 'date': '4/3/2019'}, {'event': 'Listed for sale', 'price': '$163,000--', 'date': '3/1/2019'}]",,AK,For sale,,Single Family,,1983,167767,99701,5cf70b35702fc29e82d4eb0d,,103866967
,"1030 27th Ave, Fairbanks, AK 99701",1476,2.0,4,No Data,,,,,,Baseboard,,,Fairbanks,,"5,662 sqft",1 space,,,1990.1902456245396,219999,149,,0.009046360418113445,,"[{'event': 'Price change', 'price': '$219,999(-2.2%)', 'date': '5/2/2019'}, {'event': 'Price change', 'price': '$224,900(-2.2%)', 'date': '3/5/2019'}, {'event': 'Listed for sale', 'price': '$229,900(+119.6%)', 'date': '1/15/2019'}, {'event': 'Sold', 'price': '$104,669--', 'date': '8/23/2007'}]",,AK,For sale,,Single Family,,1983,230546,99701,5cf70c2f702fc29e82d4eb11,,103866968
,"1271 Citadel Cir, Fairbanks, AK 99709",1792,2.0,3,No Data,,,,,,Baseboard,64.836949,,Fairbanks,-147.856251,"8,276 sqft",No Data,,,1967.3442608412242,245000,137,,0.00802997657486214,,"[{'date': '5/26/2019', 'price': '$245,000(-3.9%)', 'event': 'Price change'}, {'date': '5/20/2019', 'price': '$255,000(-3.8%)', 'event': 'Price change'}, {'date': '5/17/2019', 'price': '$265,000(-1.9%)', 'event': 'Price change'}, {'date': '5/6/2019', 'price': '$270,000(+8%)', 'event': 'Listed for sale'}, {'date': '1/2/2019', 'price': '$249,900--', 'event': 'Listing removed'}]",,AK,For sale,,Single Family,,2009,258408,99709,5cf6fe7672fdc33bb581a66b,,103866992
,"5244 Smokey Mountain Rd, Fairbanks, AK 99709",813,1.0,1,No Data,,,,,,No Data,,,Fairbanks,,9.4 acres,No Data,,,,110600,,,,,"[{'price': '$110,600(-25.3%)', 'date': '3/24/2019', 'event': 'Price change'}, {'price': '$148,084(+27.4%)', 'date': '2/11/2019', 'event': 'Price change'}, {'price': '----', 'date': '11/28/2018', 'event': 'Listed for sale'}, {'price': '$116,200(+674.7%)', 'date': '11/28/2018', 'event': 'Sold'}, {'price': '$15,000--', 'date': '10/20/2003', 'event': 'Sold'}]",,AK,Auction,,Single Family,,2009,151912,99709,5cf7d3f3750f61529a12bf50,,103867032
,"3905 Sonoma Ave, North Pole, AK 99705",1600,2.0,4,No Data,,,,,,No Data,64.76774,,North Pole,-147.24561,0.95 acres,2 spaces,,,,294900,184,,,,"[{'date': '3/14/2019', 'price': '$294,900(+9.3%)', 'event': 'Coming Soon'}, {'date': '5/7/2015', 'price': '----', 'event': 'Sold'}, {'date': '4/9/2015', 'price': '$269,900--', 'event': 'Pending sale'}, {'date': '3/19/2015', 'price': '$269,900--', 'event': 'Listed for sale'}]",,AK,Coming soon: May 13.,,Single Family,,2010,331029,99705,5cf7d36fd355e033530fa668,,103867164
,"965 Water Thrush Dr, Fairbanks, AK 99712",785,0.0,2,None,,,,,,Stove,,,Fairbanks,,No Data,3 spaces,,,994.5044160643056,151000,192,,0.006586121960690765,,"[{'date': '5/19/2019', 'event': 'Price change', 'price': '$151,000(-1.3%)'}, {'date': '3/1/2019', 'event': 'Listed for sale', 'price': '$153,000(+2%)'}, {'date': '4/7/2017', 'event': 'Sold', 'price': '$150,000(+0.3%)'}, {'date': '3/13/2017', 'event': 'Pending sale', 'price': '$149,500--'}, {'date': '2/21/2017', 'event': 'Price change', 'price': '$149,500(-0.3%)'}]",,AK,For sale by owner,,Single Family,,No Data,159635,99712,5cf7d641cde1c72294920ea0,,103867225
,"3385 Arthor Ct, Fairbanks, AK 99709",2100,3.0,3,Central,,,,,,"Baseboard, Radiant",64.808935,,Fairbanks,-147.988082,1.84 acres,2 spaces,,,2112.447832141772,364900,174,,0.005789114365968133,,"[{'date': '5/24/2019', 'price': '$364,900(-1.4%)', 'event': 'Price change'}, {'date': '4/22/2019', 'price': '$369,900(-1.3%)', 'event': 'Price change'}, {'date': '3/13/2019', 'price': '$374,900(+14%)', 'event': 'Listed for sale'}, {'date': '3/17/2014', 'price': '$329,000--', 'event': 'Sold'}, {'date': '2/21/2014', 'price': '$700--', 'event': 'Price change'}]",,AK,For sale,,Single Family,,2009,381929,99709,5cf703cc72fdc33bb581a689,,103867236
,"3096 Nate Cir, North Pole, AK 99705",1740,2.0,3,No Data,,,,,,Baseboard,,,North Pole,,1 acre,3 spaces,,,1939.4468344434235,315000,181,,0.00615697407759817,,"[{'price': '$315,000(+5.7%)', 'date': '6/3/2019', 'event': 'Listed for sale'}, {'price': '$298,000(+13.7%)', 'date': '4/17/2019', 'event': 'Listed for sale'}, {'price': '$262,083(-7.9%)', 'date': '2/1/2019', 'event': 'Listing removed'}, {'price': '----', 'date': '8/29/2018', 'event': 'Listed for sale'}, {'price': '$284,520(-0.8%)', 'date': '8/2/2013', 'event': 'Sold'}]",,AK,For sale,,Single Family,,2009,366717,99705,5cf6fb89c0f279c738877ccd,,103867305
,"1001 Helm Dr, Fairbanks, AK 99709",2200,3.0,3,No Data,,,,,,Radiant,64.823423,,Fairbanks,-147.916411,1.83 acres,4 spaces,,,2104.214061179297,475000,216,,0.004429924339324836,,"[{'price': '$475,000(+46.2%)', 'event': 'Listed for sale', 'date': '6/6/2019'}, {'price': '$325,000(-4.2%)', 'event': 'Sold', 'date': '6/26/2014'}, {'price': '$339,328(+21.6%)', 'event': 'Sold', 'date': '3/3/2014'}, {'price': '$279,000--', 'event': 'Sold', 'date': '5/8/2012'}, {'price': '$279,000--', 'event': 'Sold', 'date': '2/13/2012'}]",,AK,For sale,,Single Family,,2009,465331,99709,5d027a9a1ff7061206aa5db1,"{'coordinates': [-147.916411, 64.823423], 'type': 'Point'}",103867414
,"470 E White Spruce Loop, Wasilla, AK 99654",3104,4.0,5,None,,,,,,Forced air,61.639443,,Wasilla,-149.436615,1.04 acres,Attached Garage,,,2248.441838790349,375000,121,,0.00599584490344093,,"[{'date': '5/15/2019', 'price': '$375,000(-2.6%)', 'event': 'Price change'}, {'date': '4/16/2019', 'price': '$385,000(-2.5%)', 'event': 'Listed for sale'}, {'date': '10/1/2018', 'price': '$395,000--', 'event': 'Listing removed'}, {'date': '8/24/2018', 'price': '$395,000(-1.1%)', 'event': 'Price change'}, {'date': '8/5/2018', 'price': '$399,500(-3.7%)', 'event': 'Price change'}]",,AK,For sale,,Single Family,,2009,392553,99654,5cf70e85f4882ccff3c731e4,,103867945
,"4252 S Pinnacle Peak Dr, Wasilla, AK 99623",2439,3.0,3,No Data,,,,,,Radiant,61.531621,,Wasilla,-149.583031,0.97 acres,Attached Garage,,,2301.025,352000,144,,0.006537002840909092,,"[{'price': '$352,000--', 'event': 'Back on market', 'date': '5/14/2019'}, {'price': '$352,000--', 'event': 'Pending sale', 'date': '3/5/2019'}, {'price': '$352,000--', 'event': 'Back on market', 'date': '2/15/2019'}, {'price': '$352,000--', 'event': 'Pending sale', 'date': '12/17/2018'}, {'price': '$352,000(-2.2%)', 'event': 'Price change', 'date': '11/9/2018'}]",,AK,For sale,,Single Family,,2013,386046,99623,5d027ca12033788113aa5de6,"{'coordinates': [-149.583031, 61.531621], 'type': 'Point'}",103868126
,"1521 S Chugach St, Palmer, AK 99645",1192,2.0,3,No Data,,,,,,Forced air,61.589975,,Palmer,-149.10997,"6,969 sqft",No Data,,,1342.536809152371,214900,180,,0.006247262955571759,,"[{'price': '$214,900--', 'date': '6/3/2019', 'event': 'Listed for sale'}]",,AK,For sale,,Single Family,,2009,202378,99645,5cf7c806b426eee0c467f187,,103868168
,"3685 S Granite Ln, Wasilla, AK 99654",2744,3.0,4,No Data,,,,,,Forced air,61.540655,,Wasilla,-149.534656,0.92 acres,Attached Garage,,,2397.0331789838347,352900,129,,0.006792386452206956,,"[{'price': '$352,900(-1.4%)', 'event': 'Price change', 'date': '6/12/2019'}, {'price': '$358,000(-0.5%)', 'event': 'Price change', 'date': '5/31/2019'}, {'price': '$359,900--', 'event': 'Listed for sale', 'date': '5/17/2019'}, {'price': '$359,900(+2.8%)', 'event': 'Price change', 'date': '5/17/2019'}, {'price': '$350,000--', 'event': 'Listed for sale', 'date': '5/12/2019'}]",,AK,For sale,,Single Family,,2008,372838,99654,5d027b174217516392aa5db3,"{'coordinates': [-149.534656, 61.540655], 'type': 'Point'}",103868251
,"2654 S Paddock Dr, Wasilla, AK 99654",1668,2.0,3,No Data,,,,,,Forced air,,,Wasilla,,0.47 acres,Attached Garage,,,1610.0666567123687,310000,186,,0.005193763408749576,,"[{'date': '5/28/2019', 'price': '$310,000(-0.6%)', 'event': 'Price change'}, {'date': '5/11/2019', 'price': '$312,000(+2%)', 'event': 'Listed for sale'}, {'date': '5/6/2019', 'price': '$305,900(+7.3%)', 'event': 'Listed for sale'}, {'date': '6/29/2016', 'price': '----', 'event': 'Sold'}, {'date': '5/9/2016', 'price': '$285,000--', 'event': 'Pending sale'}]",,AK,For sale,,Single Family,,2010,314408,99654,5cf70448f4882ccff3c731a9,,103868260
,"2995 S Paddock Dr, Wasilla, AK 99654",1819,2.0,3,No Data,,,,,,Forced air,61.552738,,Wasilla,-149.325475,0.48 acres,Attached Garage,,,1779.7964040487857,328700,181,,0.005414652887279543,,"[{'date': '5/17/2019', 'price': '$328,700(-1.1%)', 'event': 'Price change'}, {'date': '5/1/2019', 'price': '$332,500(-1%)', 'event': 'Price change'}, {'date': '3/29/2019', 'price': '$336,000--', 'event': 'Listed for sale'}]",,AK,For sale,,Single Family,,2010,329467,99654,5cf711f8f4882ccff3c731fd,,103868274
,"4050 E Darrington Village Ave, Wasilla, AK 99654",864,1.0,2,No Data,,,,,,Forced air,61.612644,,Wasilla,-149.349337,0.46 acres,Attached Garage,,,950.6545935169418,205000,237,,0.004637339480570448,,"[{'date': '6/6/2019', 'event': 'Listed for sale', 'price': '$205,000--'}]",,AK,For sale,,Single Family,,2009,208989,99654,5d005135b5e223fe764aea55,"{'type': 'Point', 'coordinates': [-149.349337, 61.612644]}",103868378
,"4061 S Caudill Rd, Palmer, AK 99645",1756,2.0,3,None,,,,,,Forced air,61.53507,,Palmer,-148.995842,0.92 acres,2 spaces,,,1634.7373584919708,298900,170,,0.005469178181639247,,"[{'price': '$298,900--', 'date': '5/20/2019', 'event': 'Listed for sale'}, {'price': '$2,100--', 'date': '8/31/2018', 'event': 'Listing removed'}, {'price': '$2,100(-2.3%)', 'date': '8/15/2018', 'event': 'Price change'}, {'price': '$2,150--', 'date': '7/19/2018', 'event': 'Listed for rent'}, {'price': '$312,000--', 'date': '6/22/2018', 'event': 'Listing removed'}]",,AK,For sale,,Single Family,,2009,300195,99645,5cf7cab9b426eee0c467f19c,,103868410
,"2441 N Cottonwood Loop, Wasilla, AK 99654",2088,2.0,3,No Data,,,,,,"Forced air, Radiant",61.605269,,Wasilla,-149.317988,0.83 acres,Attached Garage,,,2060.730173383765,299000,143,,0.00689207415847413,,"[{'date': '5/31/2019', 'price': '$299,000--', 'event': 'Listed for sale'}]",,AK,For sale,,Single Family,,2009,279615,99654,5cf6fb48f4882ccff3c73175,,103868529
,"222 Leon St, Delta, CO 81416",1020,1.0,1,None,,,,,,Baseboard,38.743757,,Delta,-108.062361,"8,712 sqft",2 spaces,,,929.174773335471,115000,113,,0.008079780637699747,,"[{'price': '$115,000(+4.5%)', 'event': 'Listed for sale', 'date': '6/12/2019'}, {'price': '$110,000--', 'event': 'Sold', 'date': '11/6/2006'}]",,CO,For sale,,Single Family,,1939,130419,81416,5d008e67dcff315a6b620ef8,"{'type': 'Point', 'coordinates': [-108.062361, 38.743757]}",103877107
,"1125 W Porter St, Philadelphia, PA 19148",1128,1.0,3,Central,,,,,,Forced air,39.918959,,Philadelphia,-75.16625,853 sqft,No Data,,,1340.7154876810737,289000,256,,0.004639153936612712,,"[{'price': '$289,000(+41%)', 'date': '6/12/2019', 'event': 'Listed for sale'}, {'price': '$205,000(-2.4%)', 'date': '4/4/2013', 'event': 'Sold'}, {'price': '$210,000--', 'date': '2/28/2013', 'event': 'Listing removed'}, {'price': '$210,000(+281.8%)', 'date': '2/1/2013', 'event': 'Listed for sale'}, {'price': '$55,000--', 'date': '9/4/2012', 'event': 'Sold'}]",,PA,For sale,,Townhouse,,1935,297855,19148,5d00863670941a08216bfc7b,"{'type': 'Point', 'coordinates': [-75.16625, 39.918959]}",10393945
,"47 S Bobcat Rd, Rolling Hills, WY 82637",2788,1.0,4,No Data,,,,,,Baseboard,42.900163,,Rolling Hills,-105.847836,2.5 acres,3 spaces,,,1563.496741462992,190000,68,,0.008228930218226274,,"[{'date': '5/15/2019', 'event': 'Listed for sale', 'price': '$190,000--'}]",,WY,For sale,,Single Family,,1979,0,82637,5cfab89f77a43953bbc3a603,"{'type': 'Point', 'coordinates': [-105.847836, 42.900163]}",103986362
,"230 State Highway 93, Douglas, WY 82633",2320,3.0,4,No Data,,,,,,Baseboard,42.779325,,Douglas,-105.437205,3.02 acres,3 spaces,,,1344.092686715579,334900,144,,0.00401341500960161,,"[{'date': '6/1/2019', 'event': 'Price change', 'price': '$334,900(-1.2%)'}, {'date': '8/30/2018', 'event': 'Price change', 'price': '$339,000(-2.9%)'}, {'date': '7/6/2018', 'event': 'Listed for sale', 'price': '$349,000--'}]",,WY,For sale,,Single Family,,1979,340487,82633,5cfab9dd733e663a11c3a5ed,"{'type': 'Point', 'coordinates': [-105.437205, 42.779325]}",103986386
,"11 S Bobcat Rd, Rolling Hills, WY 82637",1884,3.0,3,No Data,,,,,,Baseboard,42.90474,,Rolling Hills,-105.843856,2.5 acres,2 spaces,,,1195.6454826878921,339000,180,,0.00352697782503803,,"[{'date': '4/24/2019', 'event': 'Listed for sale', 'price': '$339,000--'}]",,WY,For sale,,Single Family,,1977,0,82637,5cfab92177a43953bbc3a609,"{'type': 'Point', 'coordinates': [-105.843856, 42.90474]}",103986757
,"90 Fairway Dr, Douglas, WY 82633",2535,2.5,5,Central,,,,,,Other,42.734044,,Douglas,-105.36183,0.54 acres,2 spaces,,,1831.6247230106808,380000,150,,0.004820065060554423,,"[{'date': '5/31/2019', 'event': 'Listed for sale', 'price': '$380,000--'}]",,WY,For sale,,Single Family,,1996,389915,82633,5cfab5ea733e663a11c3a5c9,"{'type': 'Point', 'coordinates': [-105.36183, 42.734044]}",103986787
