,Address,AreaSpace_SQFT,Bathrooms,Bedrooms,Cooling,Date_available,DaysOnZillow,Deposit_fees,Description,HOAFee,Heating,Latitude,Laundry,Locality,Longitude,Lot,Parking,Pets,PredictionPrice,PredictionRent,Price,Price_PerSQFT,Rent,RentRatio,Rentzestimate,SaleHistory,Saves,State,Status,TransitScore,Type,WalkScore,YearBuilt,ZestimatePrice,ZipCode,_id,location,zid
,"42 Blair Wallis Rd, Laramie, WY 82070",2683,3.0,0,No Data,,,,,,"Propane butane, Wood / pellet",41.189791,,Laramie,-105.419715,,5 spaces,,,1635.9586562104273,529000,197,,0.003092549444632188,,"[{'date': '10/11/2018', 'event': 'Back on market', 'price': '$529,000--'}, {'date': '10/11/2018', 'event': 'Pending sale', 'price': '$529,000--'}, {'date': '8/23/2018', 'event': 'Price change', 'price': '$529,000(-0.2%)'}, {'date': '8/9/2018', 'event': 'Price change', 'price': '$529,900(-0.4%)'}, {'date': '7/26/2018', 'event': 'Price change', 'price': '$532,000(-0.4%)'}]",,WY,For sale by owner,,Miscellaneous,,2002,0,82070,5cfab288d869095dddc3a5a0,"{'type': 'Point', 'coordinates': [-105.419715, 41.189791]}",102739058
,"25 Meadow Acres Rd, Laramie, WY 82070",2264,3.0,4,None,,,,,,None,41.136376,,Laramie,-106.004316,3.86 acres,3 spaces,,,1534.9029606402437,299900,132,,0.005118049218540326,,"[{'date': '3/4/2019', 'event': 'Listed for sale', 'price': '$299,900--'}]",,WY,For sale,,Single Family,,1973,286690,82070,5cfab18ed869095dddc3a594,"{'type': 'Point', 'coordinates': [-106.004316, 41.136376]}",102739287
,"1606 Hackney Dr, Laramie, WY 82070",3228,3.0,5,None,,,,,,Forced air,41.300873,,Laramie,-105.530081,"7,501 sqft",2 spaces,,,2902.066552821415,369000,114,,0.007864679004936084,,"[{'date': '6/5/2019', 'event': 'Price change', 'price': '$369,000(-1.6%)'}, {'date': '4/26/2019', 'event': 'Listed for sale', 'price': '$375,000(-2.6%)'}, {'date': '4/15/2019', 'event': 'Listing removed', 'price': '$385,000--'}, {'date': '4/1/2019', 'event': 'Listed for sale', 'price': '$385,000--'}, {'date': '2/7/2003', 'event': 'Sold', 'price': '----'}]",,WY,For sale,,Single Family,,2003,384963,82070,5cfaaf49d869095dddc3a584,"{'type': 'Point', 'coordinates': [-105.530081, 41.300873]}",102739488
,"1513 Palomino Dr, Laramie, WY 82070",1166,1.0,3,No Data,,,,,,"Baseboard, Forced air",41.301508,,Laramie,-105.531547,"7,400 sqft",2 spaces,,,1151.177672542703,224000,192,,0.005139186038137067,,"[{'date': '5/21/2019', 'event': 'Listed for sale', 'price': '$224,000--'}]",,WY,For sale,,Single Family,,1983,0,82070,5cfaacb6d869095dddc3a579,"{'type': 'Point', 'coordinates': [-105.531547, 41.301508]}",102739571
,"3845 Canyon Ct, Laramie, WY 82070",6784,4.0,4,No Data,,,,,,Other,41.277754,,Laramie,-105.527013,5.17 acres,4 spaces,,,3360.792179696331,775000,114,,0.004336506038317847,,"[{'date': '6/4/2019', 'event': 'Listed for sale', 'price': '$775,000--'}]",,WY,For sale,,Single Family,,2008,0,82070,5cfaaaccd869095dddc3a56b,"{'type': 'Point', 'coordinates': [-105.527013, 41.277754]}",102739602
,"2115 Vista Dr, Laramie, WY 82070",4370,3.0,3,No Data,,,,,,Other,41.297446,,Laramie,-105.537898,0.46 acres,4 spaces,,,3511.841720178677,380000,87,,0.009241688737312308,,"[{'date': '7/5/2018', 'event': 'Price change', 'price': '$380,000(-2.6%)'}, {'date': '7/15/2017', 'event': 'Listed for sale', 'price': '$390,000--'}]",,WY,For sale,,Single Family,,1979,394523,82070,5cfab27ad869095dddc3a59f,"{'type': 'Point', 'coordinates': [-105.537898, 41.297446]}",102739653
,"4025 Pope Springs Rd, Laramie, WY 82070",5210,4.0,5,Wall,,,,,,Other,41.271622,,Laramie,-105.531931,35 acres,5 spaces,,,2492.4239851440907,850000,163,,0.0029322635119342242,,"[{'date': '6/26/2018', 'event': 'Listed for sale', 'price': '$850,000(+25.9%)'}, {'date': '8/7/2014', 'event': 'Listing removed', 'price': '$675,000--'}, {'date': '7/1/2014', 'event': 'Listed for sale', 'price': '$675,000--'}]",,WY,For sale,,Single Family,,2005,779477,82070,5cfab235d869095dddc3a59e,"{'type': 'Point', 'coordinates': [-105.531931, 41.271622]}",102739681
,"4321 Strom Rd, Laramie, WY 82070",3600,0.0,0,No Data,,,,,,Radiant,41.271865,,Laramie,-105.565296,27 acres,4 spaces,,,3671.486996523537,789000,219,,0.004653342200917031,,"[{'date': '5/2/2019', 'event': 'Listed for sale', 'price': '$789,000(+41.1%)'}, {'date': '12/1/2014', 'event': 'Sold', 'price': '----'}, {'date': '11/21/2014', 'event': 'Listing removed', 'price': '$559,000--'}, {'date': '9/27/2014', 'event': 'Price change', 'price': '$559,000(-6.1%)'}, {'date': '7/3/2014', 'event': 'Price change', 'price': '$595,000(-3.3%)'}]",,WY,For sale,,Single Family,,2006,723597,82070,5cfaaf2cd869095dddc3a582,"{'type': 'Point', 'coordinates': [-105.565296, 41.271865]}",102739804
,"1421 Bridger St, Laramie, WY 82070",3106,3.0,6,No Data,,,,,,"Forced air, Stove",41.300148,,Laramie,-105.563634,"8,515 sqft",Attached Garage,,,2902.066552821415,329900,106,,0.008796806768176462,,"[{'date': '5/29/2019', 'event': 'Price change', 'price': '$329,900(-2.9%)'}, {'date': '4/14/2019', 'event': 'Listed for sale', 'price': '$339,900(+13.7%)'}, {'date': '8/24/2017', 'event': 'Listing removed', 'price': '$299,000--'}, {'date': '8/24/2017', 'event': 'Back on market', 'price': '$299,000--'}, {'date': '8/6/2017', 'event': 'Pending sale', 'price': '$299,000--'}]",,WY,For sale by owner,,Single Family,,1961,297048,82070,5cfab084d869095dddc3a589,"{'type': 'Point', 'coordinates': [-105.563634, 41.300148]}",102740229
,"2305 Spring Creek Dr, Laramie, WY 82070",2051,2.0,3,No Data,,,,,,Forced air,41.304566,,Laramie,-105.563164,"10,054 sqft",2 spaces,,,1423.1907728644596,299900,146,,0.004745551093245947,,"[{'date': '5/24/2019', 'event': 'Price change', 'price': '$299,900(-2.9%)'}, {'date': '5/15/2019', 'event': 'Price change', 'price': '$308,900(-4.6%)'}, {'date': '4/23/2019', 'event': 'Listed for sale', 'price': '$323,900(+25.1%)'}, {'date': '12/12/2013', 'event': 'Listing removed', 'price': '$259,000--'}, {'date': '9/19/2013', 'event': 'Listed for sale', 'price': '$259,000(+23.3%)'}]",,WY,For sale,,Single Family,,1960,289368,82070,5cfaafa9d869095dddc3a586,"{'type': 'Point', 'coordinates': [-105.563164, 41.304566]}",102740269
,"322 Stuart St, Laramie, WY 82070",2880,2.0,4,No Data,,,,,,Baseboard,41.298556,,Laramie,-105.562574,"8,200 sqft",2 spaces,,,2152.9821998633233,314900,109,,0.006837034613729195,,"[{'date': '5/31/2019', 'event': 'Listed for sale', 'price': '$314,900--'}]",,WY,For sale,,Single Family,,1966,323698,82070,5cfaac20d869095dddc3a572,"{'type': 'Point', 'coordinates': [-105.562574, 41.298556]}",102740298
,"1937 Thornburgh Dr, Laramie, WY 82070",1924,2.0,5,None,,,,,,"Baseboard, Other",41.305285,,Laramie,-105.569857,"7,005 sqft",None,,,,265000,138,,,,"[{'date': '6/3/2019', 'event': 'Coming Soon', 'price': '$265,000--'}]",,WY,Coming soon: Jun 7.,,Single Family,,1949,226196,82070,5cfaab79d869095dddc3a570,"{'type': 'Point', 'coordinates': [-105.569857, 41.305285]}",102740353
,"38 Corthell Rd, Laramie, WY 82070",2305,3.0,5,No Data,,,,,,Forced air,41.304733,,Laramie,-105.571513,"8,712 sqft",2 spaces,,,1604.3518921134269,367000,159,,0.004371531041180999,,"[{'date': '5/21/2019', 'event': 'Listed for sale', 'price': '$367,000--'}, {'date': '6/15/2018', 'event': 'Listing removed', 'price': '$2,250--'}, {'date': '5/23/2018', 'event': 'Listed for rent', 'price': '$2,250--'}, {'date': '7/17/2017', 'event': 'Sold', 'price': '----'}]",,WY,For sale,,Single Family,,1955,349504,82070,5cfaaca5d869095dddc3a577,"{'type': 'Point', 'coordinates': [-105.571513, 41.304733]}",102740412
,"32 Corthell Rd, Laramie, WY 82070",2356,3.0,4,No Data,,,,,,"Forced air, Other",41.304872,,Laramie,-105.571688,"8,712 sqft",1 space,,,1812.4474262937963,329000,140,,0.005508958742534336,,"[{'date': '6/6/2019', 'event': 'Price change', 'price': '$329,000(-1.8%)'}, {'date': '5/1/2019', 'event': 'Listed for sale', 'price': '$335,000(+3.1%)'}, {'date': '9/22/2018', 'event': 'Listing removed', 'price': '$325,000--'}, {'date': '8/27/2018', 'event': 'Price change', 'price': '$325,000(-3%)'}, {'date': '6/23/2018', 'event': 'Listed for sale', 'price': '$335,000(+26.4%)'}]",,WY,For sale by owner,,Single Family,,1953,332685,82070,5cfaaf3ed869095dddc3a583,"{'type': 'Point', 'coordinates': [-105.571688, 41.304872]}",102740421
,"1907 Hillside Dr, Laramie, WY 82070",0,2.0,3,No Data,,,,,,Gas,41.301778,,Laramie,-105.568383,No Data,2 spaces,,,1152.5207429038642,345000,,,0.003340639834503954,,"[{'date': '6/1/2019', 'event': 'Back on market', 'price': '$345,000--'}, {'date': '5/23/2019', 'event': 'Listed for sale', 'price': '$345,000(+15.6%)'}, {'date': '5/22/2017', 'event': 'Sold', 'price': '----'}, {'date': '2/28/2017', 'event': 'Price change', 'price': '$298,500(-5.2%)'}, {'date': '2/11/2017', 'event': 'Listed for sale', 'price': '$315,000--'}]",,WY,For sale,,Single Family,,No Data,343914,82070,5cfaac8ed869095dddc3a575,"{'type': 'Point', 'coordinates': [-105.568383, 41.301778]}",102740595
,"1602 Symons St, Laramie, WY 82070",1621,2.0,3,Other,,,,,,Forced air,41.297097,,Laramie,-105.576674,"7,405 sqft",1 space,,,1587.7802593923855,229000,141,,0.00693353825062177,,"[{'date': '6/4/2019', 'event': 'Listed for sale', 'price': '$229,000(-3.8%)'}, {'date': '4/17/2019', 'event': 'Listing removed', 'price': '$238,000--'}, {'date': '4/2/2019', 'event': 'Listed for sale', 'price': '$238,000--'}]",,WY,For sale,,Single Family,,1967,253579,82070,5cfaaad4d869095dddc3a56c,"{'type': 'Point', 'coordinates': [-105.576674, 41.297097]}",102740776
,"1003 S 13th St, Laramie, WY 82070",1496,2.0,4,No Data,,,,,,Forced air,41.30363,,Laramie,-105.581067,"6,969 sqft",1 space,,,1526.9026331697269,235000,157,,0.0064974580134881995,,"[{'date': '6/4/2019', 'event': 'Price change', 'price': '$235,000(-0.1%)'}, {'date': '6/3/2019', 'event': 'Listed for sale', 'price': '$235,220--'}]",,WY,For sale,,Single Family,,1951,223370,82070,5cfaaadbd869095dddc3a56d,"{'type': 'Point', 'coordinates': [-105.581067, 41.30363]}",102741131
,"1304 Palmer Dr, Laramie, WY 82070",2104,2.0,4,No Data,,,,,,Forced air,41.300387,,Laramie,-105.581056,"7,135 sqft",1 space,,,1450.273454474746,245000,116,,0.005919483487652024,,"[{'date': '5/11/2019', 'event': 'Listed for sale', 'price': '$245,000--'}]",,WY,For sale,,Single Family,,1962,241582,82070,5cfaaeead869095dddc3a57e,"{'type': 'Point', 'coordinates': [-105.581056, 41.300387]}",102741348
,"619 Spring Creek Dr, Laramie, WY 82070",1175,1.0,2,No Data,,,,,,Forced air,41.301865,,Laramie,-105.589848,"6,969 sqft",1 space,,,967.8272630290726,169900,145,,0.005696452401583712,,"[{'date': '5/13/2019', 'event': 'Price change', 'price': '$169,900(-0.9%)'}, {'date': '3/5/2019', 'event': 'Listed for sale', 'price': '$171,500(+1.5%)'}, {'date': '1/21/2019', 'event': 'Listing removed', 'price': '$168,900--'}, {'date': '9/27/2018', 'event': 'Listed for sale', 'price': '$168,900--'}, {'date': '2/10/2018', 'event': 'Listing removed', 'price': '$850--'}]",,WY,For sale,,Single Family,,1945,167467,82070,5cfab0eed869095dddc3a593,"{'type': 'Point', 'coordinates': [-105.589848, 41.301865]}",102741761
,"1921 Cottonwood Dr, Laramie, WY 82070",1483,2.0,3,Central,,,,,,Forced air,41.297781,,Laramie,-105.616346,0.57 acres,2 spaces,,,1436.4006000747727,225000,152,,0.00638400266699899,,"[{'date': '5/28/2019', 'event': 'Back on market', 'price': '$225,000--'}, {'date': '5/13/2019', 'event': 'Pending sale', 'price': '$225,000--'}, {'date': '5/7/2019', 'event': 'Listed for sale', 'price': '$225,000(+60.7%)'}, {'date': '2/25/2014', 'event': 'Listing removed', 'price': '$140,000--'}, {'date': '2/15/2014', 'event': 'Price change', 'price': '$140,000(-22.2%)'}]",,WY,For sale,,Single Family,,1995,228194,82070,5cfaaf15d869095dddc3a581,"{'type': 'Point', 'coordinates': [-105.616346, 41.297781]}",102742101
,"2625 S 18th St, Laramie, WY 82070",2342,3.0,5,No Data,,,,,,Forced air,41.290703,,Laramie,-105.577705,0.29 acres,2 spaces,,,1619.3358324255287,298500,127,,0.0054249106613920555,,"[{'date': '5/14/2019', 'event': 'Listed for sale', 'price': '$298,500--'}]",,WY,For sale by owner,,Single Family,,2002,305466,82070,5cfaad30d869095dddc3a57d,"{'type': 'Point', 'coordinates': [-105.577705, 41.290703]}",102742258
,"23 Cedar Ave, Centennial, WY 82055",0,0.0,2,No Data,,,,,,"Electric, Propane butane",41.298744,,Centennial,-106.141129,,No Data,,,850.4867566145736,305000,,,0.00278848116922811,,"[{'date': '5/9/2019', 'event': 'Price change', 'price': '$305,000(-2.6%)'}, {'date': '11/13/2018', 'event': 'Price change', 'price': '$313,000(-1.6%)'}, {'date': '9/29/2018', 'event': 'Listed for sale', 'price': '$318,000(+1.9%)'}, {'date': '12/19/2017', 'event': 'Listing removed', 'price': '$312,000--'}, {'date': '3/30/2017', 'event': 'Listed for sale', 'price': '$312,000--'}]",,WY,For sale by owner,,Miscellaneous,,No Data,0,82055,5cfaab3171a2d4351ac3a56c,"{'type': 'Point', 'coordinates': [-106.141129, 41.298744]}",102742542
,"1251 Inca Dr, Laramie, WY 82072",3108,3.0,3,None,,,,,,Forced air,41.324247,,Laramie,-105.548173,0.26 acres,2 spaces,,,3767.557962378064,415000,134,,0.009078452921392926,,"[{'date': '5/14/2019', 'event': 'Listed for sale', 'price': '$415,000--'}]",,WY,For sale,,Single Family,,1980,414277,82072,5cfaabeb733e663a11c3a57f,"{'type': 'Point', 'coordinates': [-105.548173, 41.324247]}",102742793
,"1075 Colina Dr, Laramie, WY 82072",3040,3.0,5,No Data,,,,,,"Baseboard, Radiant",41.322635,,Laramie,-105.554736,0.26 acres,2 spaces,,,1770.1698199824255,429000,141,,0.00412626997664901,,"[{'date': '5/10/2019', 'event': 'Listed for sale', 'price': '$429,000--'}]",,WY,For sale,,Single Family,,1968,399040,82072,5cfaabfa733e663a11c3a581,"{'type': 'Point', 'coordinates': [-105.554736, 41.322635]}",102742837
,"1072 Colina Dr, Laramie, WY 82072",3120,4.0,5,No Data,,,,,,Forced air,41.322306,,Laramie,-105.555204,0.27 acres,2 spaces,,,3137.2854886204677,387500,124,,0.008096220615794755,,"[{'date': '5/21/2019', 'event': 'Listed for sale', 'price': '$387,500(+19.2%)'}, {'date': '6/9/2017', 'event': 'Sold', 'price': '----'}, {'date': '3/27/2017', 'event': 'Listing removed', 'price': '$325,000--'}, {'date': '3/25/2017', 'event': 'Listed for sale', 'price': '$325,000--'}]",,WY,For sale by owner,,Single Family,,1969,363943,82072,5cfaab75733e663a11c3a579,"{'type': 'Point', 'coordinates': [-105.555204, 41.322306]}",102742840
,"1360 Indian Hills Dr, Laramie, WY 82072",2642,4.0,4,No Data,,,,,,Other,41.324218,,Laramie,-105.54238,0.27 acres,4 spaces,,,1958.2860012363956,345000,131,,0.005676191307931581,,"[{'date': '5/20/2019', 'event': 'Listed for sale', 'price': '$345,000--'}]",,WY,For sale by owner,,Single Family,,1992,377240,82072,5cfaab87733e663a11c3a57c,"{'type': 'Point', 'coordinates': [-105.54238, 41.324218]}",102743034
,"1151 Banock Dr, Laramie, WY 82072",1848,3.0,5,None,,,,,,Forced air,41.32257,,Laramie,-105.544518,"9,194 sqft",2 spaces,,,1559.2798491892684,310000,168,,0.005029934997384736,,"[{'date': '5/22/2019', 'event': 'Listed for sale', 'price': '$310,000(+15.2%)'}, {'date': '7/21/2016', 'event': 'Listing removed', 'price': '$269,000--'}, {'date': '7/21/2016', 'event': 'Back on market', 'price': '$269,000--'}, {'date': '6/16/2016', 'event': 'Pending sale', 'price': '$269,000--'}, {'date': '6/1/2016', 'event': 'Listed for sale', 'price': '$269,000--'}]",,WY,For sale,,Single Family,,1983,312874,82072,5cfaab1f733e663a11c3a574,"{'type': 'Point', 'coordinates': [-105.544518, 41.32257]}",102743160
,"2266 N 17th St, Laramie, WY 82072",1850,2.0,3,No Data,,,,,,Baseboard,41.331174,,Laramie,-105.574856,"7,840 sqft",2 spaces,,,1553.5649441597584,275000,149,,0.005649327069671849,,"[{'date': '6/6/2019', 'event': 'Listed for sale', 'price': '$275,000(+15.3%)'}, {'date': '2/11/2015', 'event': 'Listing removed', 'price': '$238,500--'}, {'date': '1/26/2015', 'event': 'Listed for sale', 'price': '$238,500--'}]",,WY,For sale,,Single Family,,1976,274560,82072,5cfaaabb733e663a11c3a56d,"{'type': 'Point', 'coordinates': [-105.574856, 41.331174]}",102743381
,"1737 Mill St, Laramie, WY 82072",3758,3.0,4,No Data,,,,,,Baseboard,41.330257,,Laramie,-105.572956,0.26 acres,4 spaces,,,4188.873364705321,415000,110,,0.010093670758326076,,"[{'date': '6/6/2019', 'event': 'Listed for sale', 'price': '$415,000--'}]",,WY,For sale,,Single Family,,1979,381728,82072,5cfaaab6733e663a11c3a56c,"{'type': 'Point', 'coordinates': [-105.572956, 41.330257]}",102743407
,"2010 Nighthawk Dr, Laramie, WY 82072",5192,3.5,5,No Data,,,,,,Forced air,41.32995,,Laramie,-105.571142,"9,035 sqft",3 spaces,,,2395.8434215447955,446000,86,,0.005371846236647524,,"[{'date': '3/20/2019', 'event': 'Listed for sale', 'price': '$446,000--'}, {'date': '11/26/2018', 'event': 'Listing removed', 'price': '$446,000--'}, {'date': '10/23/2018', 'event': 'Pending sale', 'price': '$446,000--'}, {'date': '10/17/2018', 'event': 'Price change', 'price': '$446,000(-2%)'}, {'date': '4/25/2018', 'event': 'Listed for sale', 'price': '$455,000(-2.8%)'}]",,WY,For sale,,Single Family,,2003,412065,82072,5cfaae08733e663a11c3a585,"{'type': 'Point', 'coordinates': [-105.571142, 41.32995]}",102743475
,"1607 Mitchell St, Laramie, WY 82072",2056,2.0,4,None,,,,,,"Forced air, Other",41.326864,,Laramie,-105.574906,"9,147 sqft",Attached Garage,,,1473.2284817397638,289000,141,,0.005097676407404027,,"[{'date': '6/7/2019', 'event': 'Listed for sale', 'price': '$289,000--'}, {'date': '6/2/2019', 'event': 'Listed for sale', 'price': '$289,000(+10.1%)'}, {'date': '10/16/2017', 'event': 'Listing removed', 'price': '$262,500--'}, {'date': '8/15/2017', 'event': 'Price change', 'price': '$262,500(-0.9%)'}, {'date': '7/31/2017', 'event': 'Listed for sale', 'price': '$265,000(+14.2%)'}]",,WY,For sale,,Single Family,,1967,298611,82072,5cfaaaaa733e663a11c3a56a,"{'type': 'Point', 'coordinates': [-105.574906, 41.326864]}",102743586
,"530 Beaufort St SPACE 32, Laramie, WY 82072",2200,2.0,3,None,,,,,,"Baseboard, Forced air",41.329571,,Laramie,-105.589235,No Data,2 spaces,,,1584.546449579621,129000,59,,0.012283305810694737,,"[{'date': '5/28/2019', 'event': 'Listed for sale', 'price': '$129,000--'}]",,WY,For sale by owner,,Single Family,,1994,137487,82072,5cfaab0d733e663a11c3a571,"{'type': 'Point', 'coordinates': [-105.589235, 41.329571]}",102744546
,"907 Reynolds St, Laramie, WY 82072",2112,2.0,5,No Data,,,,,,Forced air,41.325597,,Laramie,-105.583604,"8,001 sqft",1 space,,,1612.955612312902,252500,120,,0.0063879430190609985,,"[{'date': '5/21/2019', 'event': 'Listed for sale', 'price': '$252,500--'}]",,WY,For sale,,Single Family,,1959,251449,82072,5cfaab7a733e663a11c3a57a,"{'type': 'Point', 'coordinates': [-105.583604, 41.325597]}",102744829
,"1165 N 11th St, Laramie, WY 82072",2656,3.0,5,"Other, Wall",,,,,,Forced air,41.322356,,Laramie,-105.581613,"9,918 sqft",2 spaces,,,1765.4248078320452,280000,105,,0.006305088599400162,,"[{'date': '5/20/2019', 'event': 'Listed for sale', 'price': '$280,000(+9.8%)'}, {'date': '11/2/2018', 'event': 'Sold', 'price': '----'}, {'date': '10/21/2018', 'event': 'Pending sale', 'price': '$255,000--'}, {'date': '9/19/2018', 'event': 'Price change', 'price': '$255,000(-5.9%)'}, {'date': '8/20/2018', 'event': 'Price change', 'price': '$271,000(-3.6%)'}]",,WY,For sale by owner,,Single Family,,1958,257617,82072,5cfaab7e733e663a11c3a57b,"{'type': 'Point', 'coordinates': [-105.581613, 41.322356]}",102744979
,"2686 Wyoming Ave, Laramie, WY 82070",2076,2.0,3,None,,,,,,"Radiant, Stove",41.31281,,Laramie,-105.634098,0.43 acres,2 spaces,,,1513.4114967794542,399900,193,,0.0037844748606638014,,"[{'date': '5/29/2019', 'event': 'Listed for sale', 'price': '$399,900--'}]",,WY,For sale by owner,,Single Family,,2005,313469,82070,5cfaac68d869095dddc3a573,"{'type': 'Point', 'coordinates': [-105.634098, 41.31281]}",102745322
,"424 S Grant St, Laramie, WY 82070",3238,3.0,5,Central,,,,,,"Forced air, Stove",41.308088,,Laramie,-105.628166,0.38 acres,4 spaces,,,2902.066552821415,319000,99,,0.009097387312919796,,"[{'date': '6/5/2019', 'event': 'Listed for sale', 'price': '$319,000(+11.1%)'}, {'date': '8/28/2015', 'event': 'Sold', 'price': '----'}, {'date': '8/29/2014', 'event': 'Sold', 'price': '----'}, {'date': '8/21/2014', 'event': 'Listing removed', 'price': '$287,000--'}, {'date': '8/8/2014', 'event': 'Listed for sale', 'price': '$287,000--'}]",,WY,For sale,,Single Family,,1983,342139,82070,5cfaaac7d869095dddc3a56a,"{'type': 'Point', 'coordinates': [-105.628166, 41.308088]}",102745480
,"416 Arthur St, Laramie, WY 82070",1600,2.0,3,No Data,,,,,,Forced air,41.308685,,Laramie,-105.632561,"10,537 sqft",3 spaces,,,1424.3503725496666,240000,150,,0.005934793218956944,,"[{'date': '6/1/2019', 'event': 'Listed for sale', 'price': '$240,000(+45.6%)'}, {'date': '6/23/2015', 'event': 'Listing removed', 'price': '$164,800--'}, {'date': '5/22/2015', 'event': 'Pending sale', 'price': '$164,800--'}, {'date': '5/22/2015', 'event': 'Listed for sale', 'price': '$164,800--'}]",,WY,For sale by owner,,Single Family,,1964,215012,82070,5cfaac1cd869095dddc3a571,"{'type': 'Point', 'coordinates': [-105.632561, 41.308685]}",102745495
,"521 S Pierce St, Laramie, WY 82070",2834,4.0,4,No Data,,,,,,Forced air,41.30681,,Laramie,-105.619734,"10,454 sqft",3 spaces,,,1958.5735602461907,340000,120,,0.005760510471312326,,"[{'date': '3/19/2019', 'event': 'Listed for sale', 'price': '$340,000(+1.5%)'}, {'date': '7/14/2018', 'event': 'Listing removed', 'price': '$335,000--'}, {'date': '6/25/2018', 'event': 'Price change', 'price': '$335,000(-2.9%)'}, {'date': '6/11/2018', 'event': 'Pending sale', 'price': '$345,000--'}, {'date': '4/24/2018', 'event': 'Listed for sale', 'price': '$345,000--'}]",,WY,For sale,,Single Family,,1951,356702,82070,5cfab0dfd869095dddc3a590,"{'type': 'Point', 'coordinates': [-105.619734, 41.30681]}",102745663
,"370 N Cedar St, Laramie, WY 82072",1368,2.0,3,No Data,,,,,,Forced air,41.316033,,Laramie,-105.600666,"2,430 sqft",2 spaces,,,1284.1729778824335,181000,132,,0.007094878330842175,,"[{'date': '5/22/2019', 'event': 'Listed for sale', 'price': '$181,000--'}, {'date': '7/26/2018', 'event': 'Listing removed', 'price': '$181,000--'}, {'date': '6/12/2018', 'event': 'Listed for sale', 'price': '$181,000--'}]",,WY,For sale,,Single Family,,1900,168093,82072,5cfaab25733e663a11c3a575,"{'type': 'Point', 'coordinates': [-105.600666, 41.316033]}",102745816
,"168 N Pine St, Laramie, WY 82072",1564,2.0,5,No Data,,,,,,Forced air,41.314025,,Laramie,-105.599569,"4,752 sqft",1 space,,,1683.5812963049239,242900,155,,0.006931170425298163,,"[{'date': '3/15/2019', 'event': 'Price change', 'price': '$242,900(-0.2%)'}, {'date': '2/26/2019', 'event': 'Price change', 'price': '$243,500(-0.2%)'}, {'date': '11/28/2018', 'event': 'Price change', 'price': '$243,900(+1.7%)'}, {'date': '11/19/2018', 'event': 'Price change', 'price': '$239,900(-2.4%)'}, {'date': '10/24/2018', 'event': 'Listed for sale', 'price': '$245,900--'}]",,WY,For sale by owner,,Single Family,,1919,0,82072,5cfaae3c733e663a11c3a58a,"{'type': 'Point', 'coordinates': [-105.599569, 41.314025]}",102745910
,"660 N 6th St, Laramie, WY 82072",1788,3.0,4,Central,,,,,,Forced air,41.317739,,Laramie,-105.589318,"4,356 sqft",1 space,,,1491.722832105723,285000,159,,0.005234115200370958,,"[{'date': '5/23/2019', 'event': 'Price change', 'price': '$285,000(-3.4%)'}, {'date': '4/12/2019', 'event': 'Listed for sale', 'price': '$295,000--'}]",,WY,For sale,,Single Family,,1934,230875,82072,5cfaac8e733e663a11c3a583,"{'type': 'Point', 'coordinates': [-105.589318, 41.317739]}",102746562
,"507 S 10th St, Laramie, WY 82070",2102,2.0,4,No Data,,,,,,Forced air,41.308407,,Laramie,-105.584447,"3,484 sqft",No Data,,,1450.273454474746,255000,121,,0.005687346880293122,,"[{'date': '5/23/2019', 'event': 'Listed for sale', 'price': '$255,000--'}]",,WY,For sale,,Single Family,,1920,245082,82070,5cfaac74d869095dddc3a574,"{'type': 'Point', 'coordinates': [-105.584447, 41.308407]}",102747206
,"1521 Rainbow Ave, Laramie, WY 82070",2382,3.0,3,None,,,,,,Forced air,41.307864,,Laramie,-105.577009,"7,810 sqft",1 space,,,,320000,134,,,,"[{'date': '6/3/2019', 'event': 'Coming Soon', 'price': '$320,000(+12.3%)'}, {'date': '8/13/2015', 'event': 'Listing removed', 'price': '$285,000--'}, {'date': '8/11/2015', 'event': 'Price change', 'price': '$285,000(-3.4%)'}, {'date': '7/29/2015', 'event': 'Listed for sale', 'price': '$295,000--'}]",,WY,Coming soon: Jun 7.,,Single Family,,1937,305065,82070,5cfaaae2d869095dddc3a56e,"{'type': 'Point', 'coordinates': [-105.577009, 41.307864]}",102747256
,"675 Roberts Ct, Laramie, WY 82070",1617,1.0,3,No Data,,,,,,Forced air,41.320833,,Laramie,-105.618384,0.45 acres,12 spaces,,,1159.826544451995,214900,133,,0.0053970523241135175,,"[{'date': '5/8/2019', 'event': 'Listed for sale', 'price': '$214,900--'}]",,WY,For sale,,Single Family,,1940,214900,82070,5cfaaf0bd869095dddc3a580,"{'type': 'Point', 'coordinates': [-105.618384, 41.320833]}",102747464
,"1614 E Garfield St, Laramie, WY 82070",1638,2.0,4,No Data,,,,,,Forced air,41.308915,,Laramie,-105.575744,"4,356 sqft",1 space,,,1507.0075140340996,249000,152,,0.006052239012185139,,"[{'date': '5/22/2019', 'event': 'Listed for sale', 'price': '$249,000--'}]",,WY,For sale,,Single Family,,1941,240382,82070,5cfaac9ad869095dddc3a576,"{'type': 'Point', 'coordinates': [-105.575744, 41.308915]}",102747490
